"제품명","브랜드명","카테고리","효능","전성분","가격","용량","링크","유해성_점수"
"인텐시브 SOS 플러스 밤","제로이드","밤/멀티밤","보습","정제수;카프릴릭/카프릭트라이글리세라이드;코코글리세라이즈;아이소펜틸다이올;사이클로헥사실록세인;글리세린;비닐다이메티콘;폴리글리세릴-3폴리리시놀리에이트;판테놀;폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트;에틸헥실아이소노나노에이트;1,2-헥산다이올;비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머;보론나이트라이드;마그네슘설페이트;징크옥사이드;실리카실릴레이트;폴리글리세릴-3리시놀리에이트;알란토인;토코페롤;비스-헥실아미도아이소프로판올;메도우폼씨오일;소듐하이알루로네이트;펜틸렌글라이콜;마그네슘아스파테이트;징크글루코네이트;하이드롤라이즈드하이알루로닉애씨드;하이드록시프로필트라이모늄하이알루로네이트;메틸카프로오일타이로지네이트;카퍼글루코네이트;소듐아세틸레이티드하이알루로네이트;미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이;솔비탄스테아레이트;세테아릴알코올;글리세릴스테아레이트;카프릴릴글라이콜;피토스테롤;스테아릭애씨드;잔탄검","24000","40ml","https://www.hwahae.co.kr/products/%EC%A0%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EC%9D%B8%ED%85%90%EC%8B%9C%EB%B8%8C-SOS-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%B0%A4/2097713?goods_tab=review_ingredients","1.090909090909091"
"베리어덤 릴리프 밤","스킨앤랩","밤/멀티밤","보습","정제수;다이프로필렌글라이콜;글리세린;메틸트라이메티콘;세테아릴알코올;운데케인;베헤닐알코올;트라이올레인;1,2-헥산다이올;시어버터;트라이데케인;다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트;세테아릴올리베이트;솔비탄올리베이트;조류추출물;한련초잎추출물;병풀추출물;무화과추출물;한련초추출물;인도멀구슬나무잎추출물;인도멀구슬나무꽃추출물;아이비고드열매추출물;당느릅나무뿌리추출물;줄맨드라미씨추출물;가지열매추출물;알로에베라꽃추출물;홀리바질잎추출물;울금뿌리추출물;참산호말추출물;하이드로제네이티드레시틴;해바라기씨오일;글리세릴다이올리에이트;팔미틱애씨드;스테아릭애씨드;세테아릴글루코사이드;부틸렌글라이콜;글리세릴스테아레이트에스이;암모늄아크릴로일다이메틸타우레이트/브이피코폴리머;세라마이드엔피;C12-15알킬벤조에이트;콜레스테롤;잔탄검;프룩토올리고사카라이드;다이소듐이디티에이;베타-글루칸;미리스틱애씨드;하이드롤라이즈드하이알루로닉애씨드;드럼스틱씨오일;글라이신;토코페롤;세린;글루타믹애씨드;구아이아줄렌;아스파틱애씨드;류신;알라닌;라이신;알지닌;타이로신;페닐알라닌;발린;트레오닌;프롤린;아이소류신;히스티딘;메티오닌;시스테인","28000","50ml","https://www.hwahae.co.kr/products/%EC%8A%A4%ED%82%A8%EC%95%A4%EB%9E%A9-%EB%B2%A0%EB%A6%AC%EC%96%B4%EB%8D%A4-%EB%A6%B4%EB%A6%AC%ED%94%84-%EB%B0%A4/1814502?goods_tab=review_ingredients","1.045454545454545"
"안티퍼티그 아이 컨투어 스틱","라로제","밤/멀티밤","보습","프로필렌글라이콜;글리세린;정제수;다마스크장미꽃수;소듐스테아레이트;프로판다이올;귀리커넬추출물;에버라스팅꽃수;소듐하이드록사이드;서양송악잎/줄기추출물;소듐벤조에이트;시트릭애씨드;포타슘솔베이트","44000","15ml","https://www.hwahae.co.kr/products/%EB%9D%BC%EB%A1%9C%EC%A0%9C-%EC%95%88%ED%8B%B0%ED%8D%BC%ED%8B%B0%EA%B7%B8-%EC%95%84%EC%9D%B4-%EC%BB%A8%ED%88%AC%EC%96%B4-%EC%8A%A4%ED%8B%B1/2040220?goods_tab=review_ingredients","1.142857142857143"
"더모이스처 배리어.D 멀티 밤","닥터지","밤/멀티밤","보습","정제수;글리세린;다이프로필렌글라이콜;사이클로펜타실록세인;다이카프릴릴에터;세테아릴알코올;베헤닐알코올;1,2-헥산다이올;다이메티콘;글리세릴글루코사이드;세테아릴올리베이트;다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트;한련초잎추출물;다시마추출물;병풀추출물;무화과추출물;꽃가루추출물;하이드로제네이티드레시틴;포도씨오일;호호바씨오일;퀸즈랜드넛오일;올리브오일;솔비탄올리베이트;팔미틱애씨드;덱스판테놀;스테아릭애씨드;다이메티콘올;글리세릴스테아레이트에스이;암모늄아크릴로일다이메틸타우레이트/브이피코폴리머;세테아릴글루코사이드;콜레스테롤;잔탄검;부틸렌글라이콜;글루코오스;프룩토올리고사카라이드;베타-글루칸;다이소듐이디티에이;세라마이드엔피;스쿠알란;하이드롤라이즈드하이알루로닉애씨드;올리브오일불검화물;밀배아오일불검화물;돌콩오일불검화물;토코페롤;카프릴릭/카프릭트라이글리세라이드;아이소말트;돌콩스테롤;리놀레익애씨드;포스포리피드;수크로오스팔미테이트;폴리글리세릴-10스테아레이트;폴리글리세릴-10올리에이트;알루미늄/마그네슘하이드록사이드스테아레이트;소듐스테아로일글루타메이트;7-데하이드로콜레스테롤;칼슘클로라이드;피톨;향료;에틸헥실글리세린","29000","50ml","https://www.hwahae.co.kr/products/%EB%8B%A5%ED%84%B0%EC%A7%80-%EB%8D%94%EB%AA%A8%EC%9D%B4%EC%8A%A4%EC%B2%98-%EB%B0%B0%EB%A6%AC%EC%96%B4-D-%EB%A9%80%ED%8B%B0-%EB%B0%A4/2121166?goods_tab=review_ingredients","1.361111111111111"
"판테놀 스틱밤","아토팜","밤/멀티밤","보습;진정","해바라기씨오일;세테아릴알코올;시어버터;폴리글리세릴-3비즈왁스;실리카;코코넛야자오일;올리브오일;하이드로제네이티드식물성오일;세레신;판테놀(10,000ppm);비사보롤;코코-카프릴레이트/카프레이트;토코페롤;카프릴릴글라이콜;미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이;피토스테롤;카카오씨버터;살비아오일;소두구씨오일;광곽향오일;멕시칸주니퍼오일;두송열매오일;캐모마일꽃오일;팔미토일팔미타마이드엠이에이;비스-카프릴로일옥시팔미타미도아이소프로판올;N-데카노일세린올;메틸카프로오일타이로지네이트;정제수;1,2-헥산다이올;류신;라이신;페닐알라닌;트레오닌;발린","20000","10g","https://www.hwahae.co.kr/goods/%EC%95%84%ED%86%A0%ED%8C%9C-%ED%8C%90%ED%85%8C%EB%86%80-%EC%8A%A4%ED%8B%B1%EB%B0%A4-10g/43309?goods_tab=review_ingredients","1.166666666666667"
"울트라 훼이셜 베리어 스틱 밤","키엘","밤/멀티밤","보습","정제수다이카프릴릴카보네이트부틸렌글라이콜아이소데실네오펜타노에이트합성왁스다이메티콘마이크로크리스탈린왁스글리세린나이아신아마이드라우릴피이지-8다이메티콘소듐클로라이드다이프로필렌글라이콜트레할로오스1,2-헥산다이올카프릴릭/카프릭트라이글리세라이드솔비탄세스퀴올리에이트스쿠알란글리세릴카프릴레이트다이메티콘/피이지-10/15크로스폴리머토코페롤스테아랄코늄헥토라이트세라마이드엔피슈도알테로모나스발효추출물프로정제수다이카프릴릴카보네이트부틸렌글라이콜아이소데실네오펜타노에이트합성왁스다이메티콘마이크로크리스탈린왁스글리세린나이아신아마이드라우릴피이지-8다이메티콘소듐클로라이드다이프로필렌글라이콜트레할로오스1,2-헥산다이올카프릴릭/카프릭트라이글리세라이드솔비탄세스퀴올리에이트스쿠알란글리세릴카프릴레이트다이메티콘/피이지-10/15크로스폴리머토코페롤스테아랄코늄헥토라이트세라마이드엔피슈도알테로모나스발효추출물프로필렌카보네이트아데노신소듐시트레이트살리실릭애씨드소듐하이드록사이드필렌카보네이트아데노신소듐시트레이트살리실릭애씨드소듐하이드록사이드","42000","9g","https://www.hwahae.co.kr/products/%ED%82%A4%EC%97%98-%EC%9A%B8%ED%8A%B8%EB%9D%BC-%ED%9B%BC%EC%9D%B4%EC%85%9C-%EB%B2%A0%EB%A6%AC%EC%96%B4-%EC%8A%A4%ED%8B%B1-%EB%B0%A4/2085392?goods_tab=review_ingredients",""
"녹두 약산성 클렌징폼","비플레인","클렌징 폼","진정;모공/피지","글리세린;정제수;소듐코코일글라이시네이트;소듐라우로일글루타메이트;1,2-헥산다이올;하이드록시프로필스타치포스페이트;부틸렌글라이콜;녹두가루(9,000ppm);라우릴베타인;하이드록시아세토페논;녹두추출물(3,300ppm);에틸헥실글리세린;소듐클로라이드;에탄올;베타인;폴리쿼터늄-39;인도멀구슬나무잎추출물;인도멀구슬나무꽃추출물;덱스트린;카카오씨추출물;아이비고드열매추출물;알란토인;황벽나무껍질추출물;알로에베라꽃추출물;가지열매추출물;소듐벤조에이트;홀리바질잎추출물;참산호말추출물;울금뿌리추출물;캐모마일꽃추출물;토코페롤;하이드로제네이티드레시틴;병풀추출물;무화과추출물;세라마이드엔피;소듐하이알루로네이트;녹차가루","15000","80ml","https://www.hwahae.co.kr/goods/%EB%B9%84%ED%94%8C%EB%A0%88%EC%9D%B8-%EB%85%B9%EB%91%90-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-200ml-%EA%B8%B0%ED%9A%8D-120mlPLUS80mlPLUS%EC%88%98%EB%94%A9%ED%81%AC%EB%A6%BC20ml/67703?goods_tab=review_ingredients","1.074074074074074"
"다시마 앰플 클렌징폼","션리","클렌징 폼","보습;모공/피지","정제수;글리세린;다시마즙(10%);미리스틱애씨드;팔미틱애씨드;스테아릭애씨드;라우릭애씨드;포타슘하이드록사이드;솔비톨;코카미도프로필베타인;글리세릴스테아레이트;다시마가루(1%);합성비즈왁스;솔비탄올리베이트;1,2-헥산다이올;소듐폴리아크릴레이트;소듐클로라이드;향료;폴리쿼터늄-7;살리실릭애씨드;아라키딕애씨드;다이소듐이디티에이;소듐벤조에이트;석시닉애씨드;부틸렌글라이콜;블랙윌로우나무껍질추출물;소듐하이알루로네이트;숯추출물;하이드록시프로필트라이모늄하이알루로네이트;하이드롤라이즈드하이알루로닉애씨드;소듐아세틸레이티드하이알루로네이트;하이알루로닉애씨드;하이드롤라이즈드소듐하이알루로네이트;소듐하이알루로네이트크로스폴리머;포타슘하이알루로네이트","16000","120ml","https://www.hwahae.co.kr/goods/%EC%85%98%EB%A6%AC-%EB%8B%A4%EC%8B%9C%EB%A7%88-%EC%95%B0%ED%94%8C-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-120ml-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-PLUS%EB%8B%A4%EC%8B%9C%EB%A7%88-%EB%A7%88%EC%8A%A4%ED%81%AC%ED%8C%A9-5%EB%A7%A4/70162?goods_tab=review_ingredients","1.384615384615385"
"다이브인 저분자 히알루론산 클렌징 폼","토리든","클렌징 폼","보습;모공/피지","정제수;글리세린;소듐코코일글라이시네이트;소듐라우로일글루타메이트;소듐하이알루로네이트;하이알루로닉애씨드(100ppm);하이드롤라이즈드하이알루로닉애씨드;소듐아세틸레이티드하이알루로네이트;하이드록시프로필트라이모늄하이알루로네이트;하이드롤라이즈드소듐하이알루로네이트;소듐하이알루로네이트크로스폴리머;포타슘하이알루로네이트;판테놀;알란토인;트레할로오스;토코페롤;버지니아풍년화추출물;녹차추출물;마트리카리아추출물;부틸렌글라이콜;다이프로필렌글라이콜;하이드록시프로필스타치포스페이트;글리세릴스테아레이트에스이;포타슘벤조에이트;소듐클로라이드;폴리쿼터늄-67;소듐아세테이트;1,2-헥산다이올;시트릭애씨드;에틸헥실글리세린;다이소듐이디티에이;말라카이트추출물","15000","150ml","https://www.hwahae.co.kr/goods/%ED%86%A0%EB%A6%AC%EB%93%A0-%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8-%EC%A0%80%EB%B6%84%EC%9E%90-%ED%9E%88%EC%95%8C%EB%A3%A8%EB%A1%A0%EC%82%B0-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-150ml-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-PLUS%EC%8B%9C%EC%B9%B4-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-50ml/66380?goods_tab=review_ingredients","1.142857142857143"
"어린 새싹 딥 클렌징 폼","수이스킨","클렌징 폼","모공/피지","정제수;글리세린;하이드로제네이티드팜애씨드;포타슘하이드록사이드;소듐하이알루로네이트;하이알루로닉애씨드;발레이추출물;밀싹추출물;녹두싹추출물;브로콜리싹추출물;글리세릴스테아레이트;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐파이테이트;부틸렌글라이콜;폴리쿼터늄-7;펜틸렌글라이콜;1,2-헥산다이올;옥탄다이올;카프릴로일살리실릭애씨드;나이아신아마이드;에틸헥실글리세린;아스코빅애씨드;소듐벤조에이트;로즈마리잎오일","16000","150ml","https://www.hwahae.co.kr/goods/%EC%88%98%EC%9D%B4%EC%8A%A4%ED%82%A8-%EC%96%B4%EB%A6%B0%EC%83%88%EC%8B%B9-%EB%94%A5-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-%EA%B8%B0%ED%9A%8D%EC%84%B8%ED%8A%B8-150mlPLUS150mlPLUS20ml/61962?goods_tab=review_ingredients","1.352941176470588"
"아쿠아 라이스 약산성 클렌징폼","에스네이처","클렌징 폼","보습;진정","쌀추출물;글리세린;소듐코코일글라이시네이트;솔비톨;정제수;소듐라우로일글루타메이트;다이소듐코코암포다이아세테이트;1,2-헥산다이올;당호박추출물;팥추출물;라우릴베타인;쌀가루;소듐클로라이드;하이드록시프로필스타치포스페이트;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;폴리쿼터늄-22;헥실렌글라이콜;에틸헥실글리세린;하이드록시아세토페논;시트릭애씨드","31000","240ml","https://www.hwahae.co.kr/goods/%EC%97%90%EC%8A%A4%EB%84%A4%EC%9D%B4%EC%B2%98-%EC%95%84%EC%BF%A0%EC%95%84-%EB%9D%BC%EC%9D%B4%EC%8A%A4-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-160mlPLUS80mlPLUS%ED%81%B4%EB%A0%8C%EC%A7%95%EC%98%A4%EC%9D%BC-13ml-%EA%B8%B0%ED%9A%8D%EC%84%B8%ED%8A%B8/48278?goods_tab=review_ingredients","1.083333333333333"
"릴리프 하이드레이션 라이트 폼 클렌저","YBK","클렌징 폼","보습;진정","정제수;글리세린;소듐코코일글라이시네이트;소듐라우로일글루타메이트;1,2-헥산다이올;하이드록시프로필스타치포스페이트;병풀추출물;삼나무잎추출물;연꽃잎추출물;세라마이드엔피;세라마이드에이에스;세라마이드에이피;세라마이드엔에스;세라마이드이오피;병풀잎추출물;병풀뿌리추출물;마데카소사이드;마데카식애씨드;아시아티코사이드;아시아틱애씨드;콘민트가루;인도멀구슬나무잎추출물;인도멀구슬나무꽃추출물;카카오씨추출물;다시마추출물;한련초잎추출물;라벤더추출물;마시멜로잎/뿌리추출물;바질꽃/잎추출물;로즈마리잎추출물;약모밀추출물;캐모마일꽃추출물;회향추출물;하이드로제네이티드레시틴;라우릴베타인;부틸렌글라이콜;소듐클로라이드;데실렌글라이콜;다이프로필렌글라이콜;베타-글루칸;글리세릴스테아레이트;덱스트린;효모발효여과물;콜레스테롤;프룩토올리고사카라이드;하이드롤라이즈드하이알루로닉애씨드;효모발효물;하이드록시아세토페논;에틸헥실글리세린;펜틸렌글라이콜;토코페롤","22000","150ml","https://www.hwahae.co.kr/goods/YBK-%EB%A6%B4%EB%A6%AC%ED%94%84-%ED%95%98%EC%9D%B4%EB%93%9C%EB%A0%88%EC%9D%B4%EC%85%98-%EB%9D%BC%EC%9D%B4%ED%8A%B8-%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml-1PLUS1-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D/58874?goods_tab=review_ingredients","1.057142857142857"
"퓨어&딥 클렌징 폼","마녀공장","클렌징 폼","보습","글리세린;정제수;미리스틱애씨드;스테아릭애씨드;라우릭애씨드;포타슘코코에이트;포타슘하이드록사이드;포타슘코코일글리시네이트;팔미틱애씨드;소듐하이알루로네이트;부틸렌글라이콜;라벤더꽃수;보리지추출물;수레국화꽃추출물;클레리추출물;히아신스전초추출물;세라마이드엔피;마트리카리아꽃/잎추출물;하이드로제네이티드레시틴;연꽃꽃추출물;인동덩굴꽃추출물;알바수련꽃추출물;세룰라타벚나무꽃추출물;장미꽃추출물;1,2-헥산다이올;코코-글루코사이드;글리세릴스테아레이트;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐코코일이세티오네이트;올레익애씨드;카프릴릭/카프릭트라이글리세라이드;에틸헥실글리세린;퀼라자껍질추출물;잇꽃꽃추출물;크리산텔룸인디쿰추출물;아라키딕애씨드;소듐파이테이트;폴리쿼터늄-7;다마스크장미꽃오일;센티드제라늄꽃오일;일랑일랑꽃오일;시트릭애씨드;포타슘솔베이트;소듐벤조에이트;오렌지껍질오일;해바라기씨오일;베르가모트오일","18000","200ml","https://www.hwahae.co.kr/goods/%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5-%ED%93%A8%EC%96%B4-%EB%94%A5-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-100ml-1PLUS1-PLUS%EC%86%8C%EB%8B%A4%ED%8F%BC20ml/35340?goods_tab=review_ingredients ","1.125"
"프레시 클렌저 떡솝 [그린]","아렌시아","클렌징 폼","보습;진정","글리세린;정제수;소듐코코일이세티오네이트;스위트아몬드씨드케이크;소듐코코일글라이시네이트;1,2-헥산다이올;코코넛애씨드;쌀가루;향료;카올린;소듐이세티오네이트;하이드록시프로필스타치포스페이트;글리세릴스테아레이트;사철쑥가루;잔탄검;덱스트린;에틸헥실글리세린;치자추출물;리날룰;녹차추출물;히솝추출물;구기자추출물;버지니아풍년화추출물;티트리추출물;삼백초추출물;병풀추출물;쇠비름추출물;마트리카리아꽃추출물;무화과추출물;귀리커넬추출물;연꽃잎추출물;가지열매추출물;바다포도추출물;바오밥나무열매추출물;쑥잎추출물;인삼추출물;감초추출물;커피콩추출물;유칼립투스잎추출물;쌀추출물","23000","120g","https://www.hwahae.co.kr/goods/%EC%95%84%EB%A0%8C%EC%8B%9C%EC%95%84-%ED%94%84%EB%A0%88%EC%8B%9C-%EA%B7%B8%EB%A6%B0-%EB%96%A1%EC%86%9D-%ED%81%B4%EB%A0%8C%EC%A0%80-120g/68497?goods_tab=review_ingredients ","1.6"
"리커버리 머드 팩투폼 클렌저","비얄머드","클렌징 폼","보습;모공/피지","정제수;소듐코코일이세티오네이트;글리세린;소듐메틸코코일타우레이트;코코넛애씨드;씨실트;소듐클로라이드;1,2-헥산다이올;소듐이세티오네이트;시트릭애씨드;포타슘코코일글리시네이트;숯가루;포타슘코코에이트;유칼립투스잎오일;다이소듐이디티에이;부틸렌글라이콜;블랙윌로우나무껍질추출물;동백나무꽃추출물;달맞이꽃추출물;서양산딸기추출물;엘더열매추출물;크랜베리추출물;소듐하이알루로네이트;개청각추출물;감태추출물;겔리듐카르틸라기네움추출물;톳추출물","14000","110ml","https://www.hwahae.co.kr/goods/%EB%B9%84%EC%95%8C%EB%A8%B8%EB%93%9C-%EB%A6%AC%EC%BB%A4%EB%B2%84%EB%A6%AC-%EB%A8%B8%EB%93%9C-%ED%8C%A9%ED%88%AC%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-110ml-2%EA%B0%9C%EC%9E%85PLUS%EB%A8%B8%EB%93%9C%EB%A7%88%EC%8A%A4%ED%81%AC-30ml/56872?goods_tab=review_ingredients ","1.090909090909091"
"포어 퓨리파잉 살리실산 포밍 클렌저","주미소","클렌징 폼","보습;모공/피지","정제수;글리세린;소듐코코일글라이시네이트;소듐라우로일글루타메이트;소듐메틸코코일타우레이트;부틸렌글라이콜;글리세릴스테아레이트;1,2-헥산다이올;살리실릭애씨드;시트릭애씨드;다이메틸설폰;몬모릴로나이트;일라이트;덱스트린;치자추출물;말릭애씨드;사과추출물","18000","120g","https://www.hwahae.co.kr/goods/%EC%A3%BC%EB%AF%B8%EC%86%8C-%ED%8F%AC%EC%96%B4-%ED%93%A8%EB%A6%AC%ED%8C%8C%EC%9E%89-%EC%82%B4%EB%A6%AC%EC%8B%A4%EC%82%B0-%ED%81%B4%EB%A0%8C%EC%A0%80-120g-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-PLUS%ED%8F%BC20gPLUS%EC%98%A4%EC%9D%BC-20ml/70013?goods_tab=review_ingredients ","1.0"
"1025 독도 클렌저","라운드랩","클렌징 폼","보습;진정","정제수;소듐코코일이세티오네이트;글리세린;소듐메틸코코일타우레이트;코코-베타인;포타슘코코일글리시네이트;포타슘벤조에이트;소듐클로라이드;폴리쿼터늄-67;포타슘코코에이트;시트릭애씨드;프룩토올리고사카라이드;사카라이드하이드롤리세이트;다이소듐이디티에이;풀루란;1,2-헥산다이올;알란토인;판테놀;해수;소듐아세테이트;부틸렌글라이콜;마트리카리아꽃오일;카프릴릭/카프릭트라이글리세라이드;베타-글루칸;포스파티딜콜린;하이알루로닉애씨드;에틸헥실글리세린;세라마이드엔피;글라이신;하이드롤라이즈드하이알루로닉애씨드;글루타믹애씨드;세린;소듐하이알루로네이트;라이신;알라닌;알지닌;트레오닌;프롤린","13000","150ml","https://www.hwahae.co.kr/goods/%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9-1025-%EB%8F%85%EB%8F%84-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml-2%EA%B0%9C%EC%9E%85/34893?goods_tab=review_ingredients","1.074074074074074"
"밸런스풀 시카 포어 클렌징 폼","토리든","클렌징 폼","모공/피지","정제수;글리세린;스테아릭애씨드;라우릭애씨드;포타슘하이드록사이드;포타슘코코일글리시네이트;다이프로필렌글라이콜;포타슘코코에이트;글리세릴스테아레이트에스이;라우릴글루코사이드;살리실릭애씨드;병풀추출물(1,001ppm);마데카소사이드;아시아티코사이드;아시아틱애씨드;마데카식애씨드;판테놀;글루코노락톤;알란토인;토코페롤;접시꽃추출물;푸른연꽃추출물;락토바실러스발효물;쓴풀추출물;펜틸렌글라이콜;부틸렌글라이콜;소듐코코일이세티오네이트;소듐이세티오네이트;카프릴릴글라이콜;다이소듐이디티에이;덱스트린;소듐벤조에이트;코코넛애씨드;에틸헥실글리세린;폴리쿼터늄-7;1,2-헥산다이올;로즈마리잎오일;데실글루코사이드;치자추출물;잇꽃꽃추출물","15000","150ml","https://www.hwahae.co.kr/goods/%ED%86%A0%EB%A6%AC%EB%93%A0-%EB%B0%B8%EB%9F%B0%EC%8A%A4%ED%92%80-%EC%8B%9C%EC%B9%B4-%ED%8F%AC%EC%96%B4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-150ml-2%EA%B0%9C%EB%AC%B6%EC%9D%8C/60458?goods_tab=review_ingredients","1.3"
