"제품명","브랜드명","카테고리","효능","전성분","가격","용량","링크","유해성_점수"
"슈퍼 콜라겐 마스크","아로셀","시트마스크","보습;주름/탄력","정제수;글리세린;다이프로필렌글라이콜;세틸에틸헥사노에이트;나이아신아마이드;캐롭검;1,2-헥산다이올;하이드롤라이즈드콜라겐(5,000ppm);아텔로콜라겐;콜라겐추출물;하이드롤라이즈드하이알루로닉애씨드;소듐아세틸레이티드하이알루로네이트;소듐하이알루로네이트;하이드록시프로필트라이모늄하이알루로네이트;인삼뿌리프로토플라스트;에델바이스캘러스배양추출물;레티놀;하이알루로닉애씨드;팔미토일트라이펩타이드-5;하이드롤라이즈드소듐하이알루로네이트;소듐하이알루로네이트크로스폴리머;포타슘하이알루로네이트;카퍼트라이펩타이드-1;다이펩타이드-2;올리고펩타이드-1;팔미토일펜타펩타이드-4;트라이펩타이드-1;아데노신;인체제대혈세포배양액(30ppm);하이드록시아세토페논;아이리쉬모스추출물;아이리쉬모스;베타인;판테놀;트레할로오스;셀룰로오스검;시어버터;글리세릴스테아레이트;소듐폴리아크릴레이트;피이지-100스테아레이트;폴리솔베이트60;잔탄검;포타슘클로라이드;하이드로제네이티드폴리데센;수크로오스;다이소듐이디티에이;에틸헥실글리세린;트라이데세스-6;레시틴;하이드롤라이즈드치자추출물;하이드로제네이티드레시틴;말토덱스트린;부틸렌글라이콜;돌콩오일;토코페롤;콜레스테롤;소듐시트레이트;세린;알진;향료","32000","43g*4매","https://www.hwahae.co.kr/goods/%EC%95%84%EB%A1%9C%EC%85%80-%EC%95%84%EB%A1%9C%EC%85%80-%EC%8A%88%ED%8D%BC-%EC%BD%9C%EB%9D%BC%EA%B2%90-%EB%A7%88%EC%8A%A4%ED%81%AC-4%EB%A7%A4/72726?goods_tab=review_ingredients","1.27906976744186"
"자작나무 수분 선크림","라운드랩","선크림/로션","보습;진정","정제수;다이부틸아디페이트;프로판다이올;디에칠아미노하이드록시벤조일헥실벤조에이트;폴리메틸실세스퀴옥세인;에칠헥실트리아존;나이아신아마이드;메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀;코코-카프릴레이트/카프레이트;카프릴릴메티콘;디에칠헥실부타미도트리아존;글리세린;1,2-헥산다이올;부틸렌글라이콜;자작나무수액(1,425ppm);소듐하이알루로네이트;하이알루로닉애씨드;글리세릴글루코사이드;다이포타슘글리시리제이트;알란토인;쇠비름추출물;개똥쑥추출물;구주소나무잎오일;캐모마일꽃오일;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐스테아로일글루타메이트;폴리아크릴레이트크로스폴리머-6;에틸헥실글리세린;아스코빅애씨드;아데노신;펜틸렌글라이콜;베헤닐알코올;폴리C10-30알킬아크릴레이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;데실글루코사이드;트로메타민;잔탄검;t-부틸알코올;토코페롤;카보머","40000","80ml","https://www.hwahae.co.kr/goods/%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9-%EC%9E%90%EC%9E%91%EB%82%98%EB%AC%B4-%EC%88%98%EB%B6%84-%EC%84%A0%ED%81%AC%EB%A6%BC-80ml/60938?goods_tab=review_ingredients","1.194444444444444"
"히알루론산 프레쉬 선 세럼","이즈앤트리","선크림/로션","보습;진정","정제수;다이부틸아디페이트;프로판다이올;부틸옥틸살리실레이트;에칠헥실트리아존;나이아신아마이드;드로메트리졸트리실록세인;폴리글리세릴-3다이스타이레이트;테레프탈릴리덴다이캠퍼설포닉애씨드;폴리메틸실세스퀴옥세인;디에칠아미노하이드록시벤조일헥실벤조에이트;트로메타민;판테놀;1,2-헥산다이올;펜틸렌글라이콜;글리세릴스테아레이트;실리카;카프릴릴메티콘;비스-에칠헥실옥시페놀메톡시페닐트리아진;포타슘세틸포스페이트;락토바실러스발효물;폴리C10-30알킬아크릴레이트;메틸프로판다이올;카보머;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;에틸헥실글리세린;하이드롤라이즈드소듐하이알루로네이트;잔탄검;아데노신;폴리터-1;소듐하이알루로네이트;바이오사카라이드검-1;스쿠알란;알란토인;에이서리톨;토코페롤;엑토인;하이드록시프로필트라이모늄하이알루로네이트;징크하이드롤라이즈드하이알루로네이트;글리세린;부틸렌글라이콜;약모밀추출물;시트릭애씨드;소듐아세틸레이티드하이알루로네이트;하이드롤라이즈드하이알루로닉애씨드;하이드로제네이티드레시틴;하이알루로닉애씨드;폴리글리세릴-10스테아레이트;병풀추출물;소듐하이알루로네이트크로스폴리머;소듐아스코빌포스페이트;토코페릴아세테이트;코코넛야자수;포타슘하이알루로네이트;레티닐팔미테이트;바이오틴;티아민에이치씨엘;폴릭애씨드;피리독신;사이아노코발아민","22000","50ml","https://www.hwahae.co.kr/goods/%EC%9D%B4%EC%A6%88%EC%95%A4%ED%8A%B8%EB%A6%AC-%ED%9E%88%EC%95%84%EB%A3%A8%EB%A1%A0%EC%82%B0-%ED%94%84%EB%A0%88%EC%89%AC-%EC%84%A0-%EC%84%B8%EB%9F%BC-50ml-%EB%8D%94%EB%B8%94-%EA%B8%B0%ED%9A%8D-PLUS%EC%84%A0-%EC%84%B8%EB%9F%BC-10ml/69152?goods_tab=review_ingredients","1.142857142857143"
"아쿠아 365 유브이 선크림","에스네이처","선크림/로션","진정;미백;주름/탄력","정제수;다이부틸아디페이트;폴리메틸실세스퀴옥세인;프로판다이올;디에칠아미노하이드록시벤조일헥실벤조에이트;부틸옥틸살리실레이트;에칠헥실트리아존;나이아신아마이드;메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀;카프릴릴메티콘;디에칠헥실부타미도트리아존;글리세린;1,2-헥산다이올;부틸렌글라이콜;다시마추출물;한련초잎추출물;판테놀;알란토인;냉초추출물;더위지기추출물;소듐하이알루로네이트;하이드롤라이즈드하이알루로닉애씨드;소듐아세틸레이티드하이알루로네이트;베타-글루칸;토코페롤;메틸프로판다이올;다이프로필렌글라이콜;프룩토올리고사카라이드;아데노신;하이드로제네이티드레시틴;펜틸렌글라이콜;데실글루코사이드;에틸헥실글리세린;폴리C10-30알킬아크릴레이트;트로메타민;카보머;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐스테아로일글루타메이트;잔탄검;베헤닐알코올;폴리글리세릴-3메틸글루코오스다이스테아레이트;폴리아크릴레이트크로스폴리머-6","40000","80ml","https://www.hwahae.co.kr/goods/%EC%97%90%EC%8A%A4%EB%84%A4%EC%9D%B4%EC%B2%98-%EC%95%84%EC%BF%A0%EC%95%84-365-%EC%9C%A0%EB%B8%8C%EC%9D%B4-%EC%84%A0%ED%81%AC%EB%A6%BC-40ml/52871?goods_tab=review_ingredients","1.184210526315789"
"워터풀 선크림 [에센스]","달바","선크림/로션","보습;미백;주름/탄력","정제수;사이클로펜타실록세인;티타늄디옥사이드;에칠헥실메톡시신나메이트;다이프로필렌글라이콜;세틸에틸헥사노에이트;세틸피이지/피피지-10/1다이메티콘;부틸렌글라이콜;에칠헥실살리실레이트;실리카;1,2-헥산다이올;카프릴릴메티콘;나이아신아마이드;옥토크릴렌;라우릴피이지-9폴리다이메틸실록시에틸다이메티콘;사이클로헥사실록세인;글리세린;비스-에칠헥실옥시페놀메톡시페닐트리아진;다이스테아다이모늄헥토라이트;폴리페닐실세스퀴옥세인;소듐클로라이드;카나우바왁스;황색산화철;트라이메틸실록시실리케이트;스테아릭애씨드;아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머;다이아이소스테아릴말레이트;팔미틱애씨드;알루미늄하이드록사이드;글리세릴카프릴레이트;적색산화철;트라이에톡시카프릴릴실레인;향료;흑색산화철;알란토인;다이메티콘/비닐다이메티콘크로스폴리머;아데노신;다이메티콘;다이소듐이디티에이;소듐하이알루로네이트;글루타티온;토코페롤;하이드롤라이즈드콜라겐;카프릴릭/카프릭트라이글리세라이드;에탄올;약모밀추출물;하이드로제네이티드레시틴;복사나무꽃추출물;소듐스테아로일글루타메이트;하이알루로닉애씨드;아스코빅애씨드","34000","50ml","https://www.hwahae.co.kr/products/%EB%8B%AC%EB%B0%94-%EC%9B%8C%ED%84%B0%ED%92%80-%EC%84%A0%ED%81%AC%EB%A6%BC-SPF50PLUS-PAPLUS-PLUS-PLUS-PLUS-%EC%97%90%EC%84%BC%EC%8A%A4/1956410?goods_tab=review_ingredients","1.424242424242424"
"맑은 어성초 진정 수분 선크림","구달","선크림/로션","보습;진정","정제수;다이부틸아디페이트;프로판다이올;폴리메틸실세스퀴옥세인;다이아이소프로필세바케이트;디에칠아미노하이드록시벤조일헥실벤조에이트;에칠헥실트리아존;메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀;코코-카프릴레이트/카프레이트;디에칠헥실부타미도트리아존;부틸렌글라이콜;글리세린;1,2-헥산다이올;카프릴릴메티콘;약모밀추출물;펜틸렌글라이콜;베헤닐알코올;폴리C10-30알킬아크릴레이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;데실글루코사이드;트로메타민;카보머;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐스테아로일글루타메이트;폴리아크릴레이트크로스폴리머-6;에틸헥실글리세린;잔탄검;t-부틸알코올;토코페롤","20000","50ml","https://www.hwahae.co.kr/goods/%EA%B5%AC%EB%8B%AC-%EC%96%B4%EC%84%B1%EC%B4%88-%EC%A7%84%EC%A0%95-%EC%88%98%EB%B6%84-%EC%84%A0%ED%81%AC%EB%A6%BC-SPF50PLUS-PAPLUS-PLUS-PLUS-PLUS-2%EA%B0%9C%EC%9E%85-24AD-%EC%A6%9D%EC%A0%95/58396?goods_tab=review_ingredients","1.259259259259259"
"릴리프 하이드레이션 라이트 썬스크린","YBK","선크림/로션","보습;진정","정제수;다이부틸아디페이트;프로판다이올;다이에틸아미노하이드록시벤조일헥실벤조에이트;폴리메틸실세스퀴옥세인;에틸헥실트리아존;메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀;코코-카프릴레이트/카프레이트;카프릴릴메티콘;디에칠헥실부타미도트리아존;1,2-헥산다이올;글리세린;부틸렌글라이콜;병풀추출물;삼나무잎추출물;연꽃잎추출물;세라마이드엔피;세라마이드에이에스;세라마이드에이피;세라마이드엔에스;세라마이드이오피;마데카소사이드;마데카식애씨드;아시아티코사이드;아시아틱애씨드;티트리추출물;병풀뿌리추출물;병풀잎추출물;하이드로제네이티드레시틴;펜틸렌글라이콜;베헤닐알코올;폴리C10-30알킬아크릴레이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;데실글루코사이드;트로메타민;카보머;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐스테아로일글루타메이트;폴리아크릴레이트크로스폴리머-6;에틸헥실글리세린;다이프로필렌글라이콜;잔탄검;글리세릴스테아레이트;효모발효여과물;t-부틸알코올;콜레스테롤;토코페롤;효모발효물","70000","50ml","https://www.hwahae.co.kr/goods/YBK-%EB%A6%B4%EB%A6%AC%ED%94%84-%ED%95%98%EC%9D%B4%EB%93%9C%EB%A0%88%EC%9D%B4%EC%85%98-%EB%9D%BC%EC%9D%B4%ED%8A%B8-%EC%8D%AC%EC%8A%A4%ED%81%AC%EB%A6%B0-50ml-%EB%8D%94%EB%B8%94-%EA%B8%B0%ED%9A%8D-PLUS%EC%8D%AC%EC%8A%A4%ED%81%AC%EB%A6%B0-20ml/72318?goods_tab=review_ingredients","1.15"
"다이브인 무기자차 마일드 선크림","토리든","선크림/로션","보습","정제수;징크옥사이드;사이클로헥사실록세인;부틸옥틸살리실레이트;프로필헵틸카프릴레이트;프로판다이올;다이카프릴릴카보네이트;아이소도데케인;폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘;카프릴릴메티콘;소듐하이알루로네이트;하이알루로닉애씨드;하이드롤라이즈드소듐하이알루로네이트;하이드롤라이즈드하이알루로닉애씨드;소듐아세틸레이티드하이알루로네이트;소듐하이알루로네이트크로스폴리머;포타슘하이알루로네이트;다이메틸실란올하이알루로네이트;하이드록시프로필트라이모늄하이알루로네이트;소듐하이알루로네이트다이메틸실란올;판테놀;알란토인;트레할로오스;세라마이드엔피;버지니아풍년화추출물;쇠비름추출물;캐모마일꽃추출물;호호바씨오일;2,3-부탄다이올;다이스테아다이모늄헥토라이트;마그네슘설페이트;트라이에톡시카프릴릴실레인;메틸메타크릴레이트크로스폴리머;폴리글리세릴-2다이폴리하이드록시스테아레이트;라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘;글리세릴카프릴레이트;카프릴릴글라이콜;부틸렌글라이콜;토코페롤;에틸헥실글리세린;1,2-헥산다이올;인도멀구슬나무잎추출물;인도멀구슬나무꽃추출물;아이비고드열매추출물;가지열매추출물;알로에베라꽃추출물;울금뿌리추출물;참산호말추출물;홀리바질잎추출물;녹차추출물;말라카이트추출물","50000","60ml","https://www.hwahae.co.kr/goods/%ED%86%A0%EB%A6%AC%EB%93%A0-%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8-%EB%AC%B4%EA%B8%B0%EC%9E%90%EC%B0%A8-%EB%A7%88%EC%9D%BC%EB%93%9C-%EC%84%A0%ED%81%AC%EB%A6%BC-60ml-2%EA%B0%9C%EB%AC%B6%EC%9D%8C/41897?goods_tab=review_ingredients","1.13953488372093"
"그린 마일드 업 선 플러스","닥터지","선크림/로션","보습","정제수;징크옥사이드;프로판다이올;부틸옥틸살리실레이트;프로필헵틸카프릴레이트;코코-카프릴레이트/카프레이트;사이클로헥사실록세인;카프릴릴메티콘;아이소도데케인;폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘;메틸트라이메티콘;메틸메타크릴레이트크로스폴리머;다이스테아다이모늄헥토라이트;마그네슘설페이트;트라이에톡시카프릴릴실레인;1,2-헥산다이올;폴리글리세릴-2다이폴리하이드록시스테아레이트;라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘;폴리메틸실세스퀴옥세인;글리세릴카프릴레이트;카프릴릴글라이콜;에틸헥실글리세린;소듐하이알루로네이트;부틸렌글라이콜;토코페롤;병풀추출물;타라열매추출물;프랑스해안송껍질추출물;코토니추출물;7-데하이드로콜레스테롤;약모밀추출물;엑토인;밀몽화꽃추출물;락토바실러스발효물;하이드록시신나믹애씨드;루틴","24000","35ml","https://www.hwahae.co.kr/goods/%EB%8B%A5%ED%84%B0%EC%A7%80-%EA%B7%B8%EB%A6%B0-%EB%A7%88%EC%9D%BC%EB%93%9C-%EC%97%85-%EC%84%A0-%ED%94%8C%EB%9F%AC%EC%8A%A4-35ml-%EB%93%80%EC%98%A4-%EA%B8%B0%ED%9A%8D%EC%84%B8%ED%8A%B8/59058?goods_tab=review_ingredients","1.217391304347826"
"마다가스카르 센텔라 히알루-시카 워터핏 선 세럼","스킨1004","선크림/로션","보습;진정","정제수;다이부틸아디페이트;프로판다이올;다이에틸아미노하이드록시벤조일헥실벤조에이트;폴리메틸실세스퀴옥세인;에틸헥실트리아존;메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀;나이아신아마이드;코코-카프릴레이트/카프레이트;카프릴릴메티콘;디에칠헥실부타미도트리아존;글리세린;1,2-헥산다이올;부틸렌글라이콜;병풀추출물;자작나무껍질추출물;은행나무잎추출물;녹차추출물;밀싹추출물;자주개자리추출물;브로콜리싹추출물;로켓잎추출물;동백나무잎추출물;소듐하이알루로네이트;베헤닐알코올;폴리C10-30알킬아크릴레이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;데실글루코사이드;트로메타민;카보머;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐스테아로일글루타메이트;폴리아크릴레이트크로스폴리머-6;아데노신;잔탄검;t-부틸알코올;토코페롤;하이드롤라이즈드하이알루로닉애씨드;이노시톨;하이알루로닉애씨드;펜틸렌글라이콜;에틸헥실글리세린","20000","50ml","https://www.hwahae.co.kr/goods/%EC%8A%A4%ED%82%A81004-%EB%A7%88%EB%8B%A4%EA%B0%80%EC%8A%A4%EC%B9%B4%EB%A5%B4-%EC%84%BC%ED%85%94%EB%9D%BC-%ED%9E%88%EC%95%8C%EB%A3%A8-%EC%8B%9C%EC%B9%B4-%EC%9B%8C%ED%84%B0%ED%95%8F-%EC%84%A0-%EC%84%B8%EB%9F%BC-50ml/33116?goods_tab=review_ingredients","1.193548387096774"
"선뮤즈 모이스처 선크림","비플레인","선크림/로션","보습","정제수;다이부틸아디페이트;프로판다이올;폴리메틸실세스퀴옥세인;다이아이소프로필세바케이트;디에칠아미노하이드록시벤조일헥실벤조에이트;에칠헥실트리아존;나이아신아마이드;메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀;코코-카프릴레이트/카프레이트;디에칠헥실부타미도트리아존;글리세린;1,2-헥산다이올;부틸렌글라이콜;카프릴릴메티콘;펜틸렌글라이콜;베헤닐알코올;폴리C10-30알킬아크릴레이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;데실글루코사이드;트로메타민;카보머;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;소듐스테아로일글루타메이트;폴리아크릴레이트크로스폴리머-6;에틸헥실글리세린;아데노신;잔탄검;t-부틸알코올;토코페롤","26000","50ml","https://www.hwahae.co.kr/goods/%EB%B9%84%ED%94%8C%EB%A0%88%EC%9D%B8-%EC%84%A0%EB%AE%A4%EC%A6%88-%EB%AA%A8%EC%9D%B4%EC%8A%A4%EC%B2%98-%EC%84%A0%ED%81%AC%EB%A6%BC-80ml-%EB%8C%80%EC%9A%A9%EB%9F%89/53483?goods_tab=review_ingredients","1.25"
"마데카소사이드 수분 선세럼 흔적 리페어","메디힐","선크림/로션","보습;진정;주름/탄력","정제수;다이부틸아디페이트;프로판다이올;부틸옥틸살리실레이트;에칠헥실트리아존;메틸메타크릴레이트크로스폴리머;비스-에칠헥실옥시페놀메톡시페닐트리아진;옥토크릴렌;나이아신아마이드;테레프탈릴리덴디캠퍼설포닉애씨드;알지닌;다이메티콘올;메틸프로판다이올;폴리메틸실세스퀴옥세인;1,2-헥산다이올;펜틸렌글라이콜;C11-13아이소알케인;하이드록시에틸우레아;부틸렌글라이콜;베헤닐알코올;폴리글리세릴-3메틸글루코오스다이스테아레이트;다이프로필렌글라이콜;카보머;아이소도데케인;폴리C10-30알킬아크릴레이트;다이메티콘/비닐다이메티콘크로스폴리머;폴리에터-1;스핑고모나스발효추출물;에틸헥실글리세린;병풀잎추출물;아데노신;서양배추출물;소듐스테아로일글루타메이트;연필향나무오일;마데카소사이드;소듐하이알루로네이트;다마스크장미꽃수;멜론추출물;오리스뿌리추출물;서양송악잎/줄기추출물;호호바씨오일;광곽향오일;불가리스쑥오일;마이크로크리스탈린셀룰로오스;로즈마리잎오일;병풀추출물;셀룰로오스검;토코페롤;하이드롤라이즈드하이알루로닉애씨드;하이드롤라이즈드소듐하이알루로네이트;하이드록시프로필트라이모늄하이알루로네이트;사과추출물;에리스리톨;글리세린;판테놀;솔비톨;보검선인장줄기추출물;마데카식애씨드;아시아틱애씨드;아시아티코사이드;효모발효여과물;바이오사카라이드검-4;다이소듐포스페이트;다발방패버섯추출물","22000","50g","https://www.hwahae.co.kr/goods/%EB%A9%94%EB%94%94%ED%9E%90-%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C-%EC%88%98%EB%B6%84-%EC%84%A0%EC%84%B8%EB%9F%BC-%ED%9D%94%EC%A0%81-%EB%A6%AC%ED%8E%98%EC%96%B4-50g/69495?goods_tab=review_ingredients","1.183673469387755"
"덕만이 무기차자 썬크림","시드물","선크림/로션","보습;진정;미백","정제수;징크옥사이드(17%);프로필헵틸카프릴레이트;부틸옥틸살리실레이트;프로판다이올;코코-카프릴레이트/카프레이트;카프릴릴메티콘;아이소도데케인;폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘;메틸트라이메티콘;메틸메타크릴레이트크로스폴리머;밤부사불가리스추출물;병풀추출물;약모밀추출물;소듐하이알루로네이트;하이드롤라이즈드하이알루로닉애씨드;소듐아세틸레이티드하이알루로네이트;자작나무수액;판테놀;다이스테아다이모늄헥토라이트;마그네슘설페이트;트라이에톡시카프릴릴실레인;1,2-헥산다이올;폴리글리세릴-2다이폴리하이드록시스테아레이트;라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘;폴리메틸실세스퀴옥세인;글리세릴카프릴레이트;카프릴릴글라이콜;에틸헥실글리세린;토코페롤;부틸렌글라이콜;펜틸렌글라이콜","22000","60ml","https://www.hwahae.co.kr/goods/%EC%8B%9C%EB%93%9C%EB%AC%BC-%EB%8D%95%EB%A7%8C%EC%9D%B4-50-%EB%AC%B4%EA%B8%B0%EC%9E%90%EC%B0%A8-%EC%8D%AC%ED%81%AC%EB%A6%BC-60ml/68467?goods_tab=review_ingredients","1.12"
"바이옴 레미디 톤업 선크림 [보라]","유이크","선크림/로션","보습;진정;미백","정제수;다이부틸아디페이트;부틸옥틸살리실레이트;에칠헥실트리아존;프로판다이올;메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀;메틸프로판다이올;나이아신아마이드;디에칠아미노하이드록시벤조일헥실벤조에이트;티타늄디옥사이드(CI77891);1,2-헥산다이올;비스-에칠헥실옥시페놀메톡시페닐트리아진;폴리글리세릴-3메틸글루코오스다이스테아레이트;폴리글리세릴-3다이스테아레이트;울트라마린;코코-카프릴레이트/카프레이트;데실글루코사이드;폴리아크릴레이트크로스폴리머-6;세테아릴알코올;암모늄아크릴로일다이메틸타우레이트/브이피코폴리머;브이피/에이코신코폴리머;소듐폴리아크릴로일다이메틸타우레이트;에틸헥실글리세린;글리세릴스테아레이트시트레이트;카올린;폴리글리세릴-6폴리하이드록시스테아레이트;알루미늄하이드록사이드;폴리글리세릴-6폴리리시놀리에이트;아데노신;트라이에톡시카프릴릴실레인;소듐스테아로일글루타메이트;글리세린;적색산화철;잔탄검;쿠티박테리움그라눌로숨발효추출여과물(100ppm);폴리글리세린-6;판테놀;석시닉애씨드;토코페롤;아스코빌팔미테이트","27000","50ml","https://www.hwahae.co.kr/goods/%EC%9C%A0%EC%9D%B4%ED%81%AC-%EB%A0%88%EB%AF%B8%EB%94%94-%ED%86%A4%EC%97%85-%EC%84%A0%ED%81%AC%EB%A6%BC-50ml-%EB%B3%B4%EB%9D%BC-PLUS%ED%86%A4%EC%97%85%EC%84%A0-1ml-5%EB%A7%A4/61757?goods_tab=review_ingredients","1.24"
"썬스크린 [레이저UV]","셀퓨전씨","선크림/로션","보습;진정;주름/탄력","정제수;징크옥사이드;다이부틸아디페이트;사이클로헥사실록세인;프로필헵틸카프릴레이트;다이프로필렌글라이콜;부틸옥틸살리실레이트;폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트;나이아신아마이드;칼슘알루미늄보로실리케이트;디에칠아미노하이드록시벤조일헥실벤조에이트;메틸메타크릴레이트크로스폴리머;비스-에칠헥실옥시페놀메톡시페닐트리아진;에칠헥실트리아존;폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘;티타늄디옥사이드;다이스테아다이모늄헥토라이트;마그네슘설페이트;트라이에톡시카프릴릴실레인;1,2-헥산다이올;폴리메틸실세스퀴옥세인;글리세릴카프릴레이트;카프릴릴글라이콜;에틸헥실글리세린;아데노신;토코페롤;카르노신;트라이메틸실록시실리케이트;하이드롤라이즈드콜라겐;향료","42000","50ml","https://www.hwahae.co.kr/goods/%EC%85%80%ED%93%A8%EC%A0%84%EC%94%A8-%EB%A0%88%EC%9D%B4%EC%A0%80-UV-%EC%8D%AC%EC%8A%A4%ED%81%AC%EB%A6%B0-50ml-2%EA%B0%9C%EC%9E%85/60848?goods_tab=review_ingredients","1.608695652173913"
"올 데이 에어리 선크림","디어클레어스","선크림/로션","보습","정제수;다이부틸아디페이트;부틸옥틸살리실레이트;디에칠아미노하이드록시벤조일헥실벤조에이트;폴리실리콘-15;C12-15알킬벤조에이트;에칠헥실트리아존;비스-에칠헥실옥시페놀메톡시페닐트리아진;폴리메틸실세스퀴옥세인;글리세린;나이아신아마이드;폴리글리세릴-6스테아레이트;세테아릴올리베이트;마이크로크리스탈린셀룰로오스;판테놀;실리카;솔비탄올리베이트;다이프로필렌글라이콜;하이드록시아세토페논;폴리C10-30알킬아크릴레이트;폴리글리세릴-6베헤네이트;알란토인;카프릴릴글라이콜;스테아릴알코올;글리세릴스테아레이트;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;트로메타민;아데노신;세테아릴알코올;다이소듐이디티에이;부틸렌글라이콜;쇠비름추출물;알로에베라잎추출물;참마뿌리추출물;다시마추출물;제비꽃꽃추출물;당느릅나무뿌리추출물;다이포타슘글리시리제이트;마카뿌리추출물;1,2-헥산다이올;구기자추출물;비치스트로베리추출물;불가리스매자뿌리추출물;검은뽕나무열매추출물","19500","50g","https://www.hwahae.co.kr/goods/%EB%94%94%EC%96%B4%ED%81%B4%EB%A0%88%EC%96%B4%EC%8A%A4-%EC%98%AC-%EB%8D%B0%EC%9D%B4-%EC%97%90%EC%96%B4%EB%A6%AC-%EC%84%A0%ED%81%AC%EB%A6%BC-50g-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-PLUS%EC%96%B8%EC%84%BC%ED%8B%B0%EB%93%9C-%ED%86%A0%EB%84%88-30ml/59402?goods_tab=review_ingredients","1.172413793103448"
